Entity,Code,Year,Renewables (TWh growth – sub method)
Pakistan,PAK,1978,4.235
Pakistan,PAK,1979,1.768
Pakistan,PAK,1980,1.142
Pakistan,PAK,1981,1.093
Pakistan,PAK,1982,3.229
Pakistan,PAK,1983,4.591
Pakistan,PAK,1984,1.228
Pakistan,PAK,1985,1.35
Pakistan,PAK,1986,-1.584
Pakistan,PAK,1987,10.889
Pakistan,PAK,1988,2.197
Pakistan,PAK,1989,0.773
Pakistan,PAK,1990,-0.994
Pakistan,PAK,1991,3.327
Pakistan,PAK,1992,4.616
Pakistan,PAK,1993,5.524
Pakistan,PAK,1994,-1.129
Pakistan,PAK,1995,3.388
Pakistan,PAK,1996,5.696
Pakistan,PAK,1997,-17.641
Pakistan,PAK,1998,15.726
Pakistan,PAK,1999,-7.231
Pakistan,PAK,2000,-8.388
Pakistan,PAK,2001,1.54
Pakistan,PAK,2002,5.731
Pakistan,PAK,2003,11.23
Pakistan,PAK,2004,4.032
Pakistan,PAK,2005,8.697
Pakistan,PAK,2006,-1.719
Pakistan,PAK,2007,3.288
Pakistan,PAK,2008,-11.975
Pakistan,PAK,2009,3.255
Pakistan,PAK,2010,2.333
Pakistan,PAK,2011,1.593
Pakistan,PAK,2012,-51.504
Pakistan,PAK,2013,100.669
Pakistan,PAK,2014,-43.745
Pakistan,PAK,2015,2.45
Pakistan,PAK,2016,6.962
Pakistan,PAK,2017,-7.672
Pakistan,PAK,2018,-1.34
Pakistan,PAK,2019,20.035
Peru,PER,1966,0.561
Peru,PER,1967,0.947
Peru,PER,1968,0.644
Peru,PER,1969,0.836
Peru,PER,1970,-0.458
Peru,PER,1971,2.714
Peru,PER,1972,0.414
Peru,PER,1973,0.936
Peru,PER,1974,1.342
Peru,PER,1975,0.697
Peru,PER,1976,0.847
Peru,PER,1977,0.636
Peru,PER,1978,0.389
Peru,PER,1979,1.275
Peru,PER,1980,0.636
Peru,PER,1981,2.714
Peru,PER,1982,1.319
Peru,PER,1983,-0.819
Peru,PER,1984,1.647
Peru,PER,1985,1.961
Peru,PER,1986,1.842
Peru,PER,1987,2.222
Peru,PER,1988,-1.264
Peru,PER,1989,0.258
Peru,PER,1990,-0.131
Peru,PER,1991,2.833
Peru,PER,1992,-5.008
Peru,PER,1993,5.794
Peru,PER,1994,2.661
Peru,PER,1995,0.593
Peru,PER,1996,1.059
Peru,PER,1997,-0.255
Peru,PER,1998,1.571
Peru,PER,1999,2.071
Peru,PER,2000,4.596
Peru,PER,2001,3.691
Peru,PER,2002,0.913
Peru,PER,2003,1.052
Peru,PER,2004,-3.171
Peru,PER,2005,1.437
Peru,PER,2006,4.013
Peru,PER,2007,-0.271
Peru,PER,2008,-1.507
Peru,PER,2009,1.897
Peru,PER,2010,0.614
Peru,PER,2011,3.576
Peru,PER,2012,1.009
Peru,PER,2013,1.482
Peru,PER,2014,0.864
Peru,PER,2015,3.331
Peru,PER,2016,0.491
Peru,PER,2017,13.873
Peru,PER,2018,6.407
Peru,PER,2019,3.099
Philippines,PHL,1966,-0.083
Philippines,PHL,1967,0.444
Philippines,PHL,1968,0.111
Philippines,PHL,1969,0.264
Philippines,PHL,1970,0.783
Philippines,PHL,1971,-0.456
Philippines,PHL,1972,0.761
Philippines,PHL,1973,0.464
Philippines,PHL,1974,-0.897
Philippines,PHL,1975,0.614
Philippines,PHL,1976,1.453
Philippines,PHL,1977,-1.889
Philippines,PHL,1978,1.942
Philippines,PHL,1979,1.955
Philippines,PHL,1980,5.691
Philippines,PHL,1981,5.751
Philippines,PHL,1982,0.121
Philippines,PHL,1983,3.395
Philippines,PHL,1984,4.815
Philippines,PHL,1985,2.385
Philippines,PHL,1986,0.264
Philippines,PHL,1987,-4.02
Philippines,PHL,1988,3.733
Philippines,PHL,1989,1.944
Philippines,PHL,1990,-0.636
Philippines,PHL,1991,-2.93
Philippines,PHL,1992,-2.119
Philippines,PHL,1993,1.547
Philippines,PHL,1994,4.125
Philippines,PHL,1995,0.514
Philippines,PHL,1996,3.325
Philippines,PHL,1997,-0.717
Philippines,PHL,1998,1.872
Philippines,PHL,1999,12.372
Philippines,PHL,2000,2.753
Philippines,PHL,2001,-5.536
Philippines,PHL,2002,-1.054
Philippines,PHL,2003,0.832
Philippines,PHL,2004,2.893
Philippines,PHL,2005,-1.846
Philippines,PHL,2006,5.44
Philippines,PHL,2007,-4.65
Philippines,PHL,2008,4.416
Philippines,PHL,2009,-1.483
Philippines,PHL,2010,-6.499
Philippines,PHL,2011,4.956
Philippines,PHL,2012,2.05
Philippines,PHL,2013,-2.521
Philippines,PHL,2014,-0.543
Philippines,PHL,2015,2.618
Philippines,PHL,2016,2.242
Philippines,PHL,2017,2.684
Philippines,PHL,2018,0.016
Philippines,PHL,2019,1.297
Poland,POL,1966,0.033
Poland,POL,1967,0.186
Poland,POL,1968,0.142
Poland,POL,1969,-0.439
Poland,POL,1970,2.6
Poland,POL,1971,-0.444
Poland,POL,1972,0.05
Poland,POL,1973,-0.025
Poland,POL,1974,1.883
Poland,POL,1975,-0.433
Poland,POL,1976,-1.036
Poland,POL,1977,1.094
Poland,POL,1978,-0.025
Poland,POL,1979,-0.461
Poland,POL,1980,1.528
Poland,POL,1981,-0.531
Poland,POL,1982,-1.65
Poland,POL,1983,0.625
Poland,POL,1984,-0.789
Poland,POL,1985,1.378
Poland,POL,1986,-0.922
Poland,POL,1987,-0.175
Poland,POL,1988,0.092
Poland,POL,1989,-0.486
Poland,POL,1990,-0.667
Poland,POL,1991,0.1
Poland,POL,1992,0.306
Poland,POL,1993,-0.192
Poland,POL,1994,0.653
Poland,POL,1995,0.475
Poland,POL,1996,0.303
Poland,POL,1997,0.189
Poland,POL,1998,1.114
Poland,POL,1999,-0.503
Poland,POL,2000,-0.056
Poland,POL,2001,1.203
Poland,POL,2002,-0.093
Poland,POL,2003,-1.111
Poland,POL,2004,2.012
Poland,POL,2005,2.456
Poland,POL,2006,1.608
Poland,POL,2007,3.035
Poland,POL,2008,7.008
Poland,POL,2009,7.487
Poland,POL,2010,5.847
Poland,POL,2011,6.101
Poland,POL,2012,10.276
Poland,POL,2013,-0.01
Poland,POL,2014,6.385
Poland,POL,2015,6.37
Poland,POL,2016,-2.514
Poland,POL,2017,4.9
Poland,POL,2018,-3.01
Poland,POL,2019,9.019
Portugal,PRT,1966,3.594
Portugal,PRT,1967,0.547
Portugal,PRT,1968,-0.714
Portugal,PRT,1969,3.264
Portugal,PRT,1970,-1.669
Portugal,PRT,1971,0.897
Portugal,PRT,1972,2.461
Portugal,PRT,1973,0.906
Portugal,PRT,1974,1.342
Portugal,PRT,1975,-3.783
Portugal,PRT,1976,-4.525
Portugal,PRT,1977,14.397
Portugal,PRT,1978,2.342
Portugal,PRT,1979,1.189
Portugal,PRT,1980,-8.711
Portugal,PRT,1981,-8.347
Portugal,PRT,1982,5.4
Portugal,PRT,1983,3.214
Portugal,PRT,1984,4.742
Portugal,PRT,1985,3.064
Portugal,PRT,1986,-5.892
Portugal,PRT,1987,1.797
Portugal,PRT,1988,8.664
Portugal,PRT,1989,-17.789
Portugal,PRT,1990,9.358
Portugal,PRT,1991,0.017
Portugal,PRT,1992,-12
Portugal,PRT,1993,10.88
Portugal,PRT,1994,6.079
Portugal,PRT,1995,-6.258
Portugal,PRT,1996,17.783
Portugal,PRT,1997,-4.333
Portugal,PRT,1998,-0.218
Portugal,PRT,1999,-15.289
Portugal,PRT,2000,11.723
Portugal,PRT,2001,7.697
Portugal,PRT,2002,-16.756
Portugal,PRT,2003,21.55
Portugal,PRT,2004,-14.889
Portugal,PRT,2005,-11.21
Portugal,PRT,2006,20.491
Portugal,PRT,2007,1.895
Portugal,PRT,2008,-4.27
Portugal,PRT,2009,10.355
Portugal,PRT,2010,27.128
Portugal,PRT,2011,-11.675
Portugal,PRT,2012,-12.914
Portugal,PRT,2013,25.512
Portugal,PRT,2014,4.884
Portugal,PRT,2015,-17.803
Portugal,PRT,2016,18.673
Portugal,PRT,2017,-25.011
Portugal,PRT,2018,16.956
Portugal,PRT,2019,-5.518
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0.3
Qatar,QAT,2012,-0.002
Qatar,QAT,2013,0.005
Qatar,QAT,2014,0.005
Qatar,QAT,2015,-0.002
Qatar,QAT,2016,0.003
Qatar,QAT,2017,-0.002
Qatar,QAT,2018,-0.002
Qatar,QAT,2019,-0.001
Romania,ROU,1966,0.083
Romania,ROU,1967,1.225
Romania,ROU,1968,0.239
Romania,ROU,1969,1.819
Romania,ROU,1970,1.544
Romania,ROU,1971,4.783
Romania,ROU,1972,7.911
Romania,ROU,1973,0.567
Romania,ROU,1974,2.581
Romania,ROU,1975,2.458
Romania,ROU,1976,-3.483
Romania,ROU,1977,3.439
Romania,ROU,1978,3.525
Romania,ROU,1979,2.014
Romania,ROU,1980,3.606
Romania,ROU,1981,0.278
Romania,ROU,1982,-2.453
Romania,ROU,1983,-5.044
Romania,ROU,1984,3.578
Romania,ROU,1985,3.853
Romania,ROU,1986,-5.286
Romania,ROU,1987,1.108
Romania,ROU,1988,9.908
Romania,ROU,1989,-3.05
Romania,ROU,1990,-6.291
Romania,ROU,1991,8.819
Romania,ROU,1992,-8.017
Romania,ROU,1993,2.964
Romania,ROU,1994,0.769
Romania,ROU,1995,10.131
Romania,ROU,1996,-2.606
Romania,ROU,1997,4.903
Romania,ROU,1998,3.806
Romania,ROU,1999,-1.667
Romania,ROU,2000,-9.756
Romania,ROU,2001,0.134
Romania,ROU,2002,2.822
Romania,ROU,2003,-7.875
Romania,ROU,2004,8.581
Romania,ROU,2005,9.659
Romania,ROU,2006,-5.292
Romania,ROU,2007,-6.568
Romania,ROU,2008,2.956
Romania,ROU,2009,-4.662
Romania,ROU,2010,12.129
Romania,ROU,2011,-10.658
Romania,ROU,2012,-3.831
Romania,ROU,2013,12.722
Romania,ROU,2014,12.576
Romania,ROU,2015,2.541
Romania,ROU,2016,1.537
Romania,ROU,2017,-7.116
Romania,ROU,2018,4.397
Romania,ROU,2019,-4.545
Russia,RUS,1986,12.792
Russia,RUS,1987,-5.009
Russia,RUS,1988,-4.456
Russia,RUS,1989,-3.327
Russia,RUS,1990,19.957
Russia,RUS,1991,3.468
Russia,RUS,1992,12.494
Russia,RUS,1993,4.7
Russia,RUS,1994,4.55
Russia,RUS,1995,0.909
Russia,RUS,1996,-60.967
Russia,RUS,1997,8.681
Russia,RUS,1998,2.956
Russia,RUS,1999,5.542
Russia,RUS,2000,10.019
Russia,RUS,2001,24.248
Russia,RUS,2002,-35.077
Russia,RUS,2003,-20.042
Russia,RUS,2004,51.674
Russia,RUS,2005,-11.261
Russia,RUS,2006,-0.985
Russia,RUS,2007,7.031
Russia,RUS,2008,-35.298
Russia,RUS,2009,22.036
Russia,RUS,2010,-22.824
Russia,RUS,2011,-11.481
Russia,RUS,2012,-1.674
Russia,RUS,2013,42.724
Russia,RUS,2014,-21.726
Russia,RUS,2015,-15.912
Russia,RUS,2016,39.508
Russia,RUS,2017,-1.019
Russia,RUS,2018,11.335
Russia,RUS,2019,8.577
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0.002
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,0.009
Saudi Arabia,SAU,2011,0.002
Saudi Arabia,SAU,2012,0.048
Saudi Arabia,SAU,2013,0.039
Saudi Arabia,SAU,2014,0.007
Saudi Arabia,SAU,2015,0.219
Saudi Arabia,SAU,2016,-0.002
Saudi Arabia,SAU,2017,0.063
Saudi Arabia,SAU,2018,0.559
Saudi Arabia,SAU,2019,3.463
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0.236
Singapore,SGP,1987,0
Singapore,SGP,1988,0
Singapore,SGP,1989,0
Singapore,SGP,1990,0
Singapore,SGP,1991,0.444
Singapore,SGP,1992,0
Singapore,SGP,1993,0
Singapore,SGP,1994,0
Singapore,SGP,1995,0
Singapore,SGP,1996,0
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0.625
Singapore,SGP,2002,-0.008
Singapore,SGP,2003,0.052
Singapore,SGP,2004,-0.052
Singapore,SGP,2005,-0.012
Singapore,SGP,2006,-0.018
Singapore,SGP,2007,0.045
Singapore,SGP,2008,0.065
Singapore,SGP,2009,0.011
Singapore,SGP,2010,0.152
Singapore,SGP,2011,0.042
Singapore,SGP,2012,0.078
Singapore,SGP,2013,0.18
Singapore,SGP,2014,0.117
Singapore,SGP,2015,0.222
Singapore,SGP,2016,0.06
Singapore,SGP,2017,0.006
Singapore,SGP,2018,-0.013
Singapore,SGP,2019,0.124
Slovakia,SVK,1966,-0.258
Slovakia,SVK,1967,-0.847
Slovakia,SVK,1968,-0.417
Slovakia,SVK,1969,-1.031
Slovakia,SVK,1970,1.841
Slovakia,SVK,1971,-1.363
Slovakia,SVK,1972,0.194
Slovakia,SVK,1973,-0.622
Slovakia,SVK,1974,2.503
Slovakia,SVK,1975,-0.614
Slovakia,SVK,1976,0.047
Slovakia,SVK,1977,1.081
Slovakia,SVK,1978,-0.414
Slovakia,SVK,1979,-1.042
Slovakia,SVK,1980,1.036
Slovakia,SVK,1981,-0.808
Slovakia,SVK,1982,-0.667
Slovakia,SVK,1983,0.294
Slovakia,SVK,1984,-0.769
Slovakia,SVK,1985,1.561
Slovakia,SVK,1986,-1.228
Slovakia,SVK,1987,0.714
Slovakia,SVK,1988,-0.492
Slovakia,SVK,1989,0.575
Slovakia,SVK,1990,-0.228
Slovakia,SVK,1991,-1.311
Slovakia,SVK,1992,1.469
Slovakia,SVK,1993,4.25
Slovakia,SVK,1994,2.467
Slovakia,SVK,1995,1.458
Slovakia,SVK,1996,-1.814
Slovakia,SVK,1997,-0.453
Slovakia,SVK,1998,0.564
Slovakia,SVK,1999,0.575
Slovakia,SVK,2000,0.392
Slovakia,SVK,2001,1.203
Slovakia,SVK,2002,0.839
Slovakia,SVK,2003,-5.628
Slovakia,SVK,2004,1.647
Slovakia,SVK,2005,1.384
Slovakia,SVK,2006,0.257
Slovakia,SVK,2007,0.24
Slovakia,SVK,2008,-0.602
Slovakia,SVK,2009,0.877
Slovakia,SVK,2010,2.045
Slovakia,SVK,2011,-2.489
Slovakia,SVK,2012,1.263
Slovakia,SVK,2013,2.144
Slovakia,SVK,2014,0.133
Slovakia,SVK,2015,-0.344
Slovakia,SVK,2016,0.636
Slovakia,SVK,2017,-0.094
Slovakia,SVK,2018,-1.9
Slovakia,SVK,2019,0.805
Slovenia,SVN,1991,1.761
Slovenia,SVN,1992,-0.514
Slovenia,SVN,1993,-1.078
Slovenia,SVN,1994,1.011
Slovenia,SVN,1995,-0.408
Slovenia,SVN,1996,1.156
Slovenia,SVN,1997,-1.603
Slovenia,SVN,1998,0.997
Slovenia,SVN,1999,0.889
Slovenia,SVN,2000,0.372
Slovenia,SVN,2001,-0.17
Slovenia,SVN,2002,-1.311
Slovenia,SVN,2003,-0.975
Slovenia,SVN,2004,3.024
Slovenia,SVN,2005,-1.807
Slovenia,SVN,2006,0.258
Slovenia,SVN,2007,-0.912
Slovenia,SVN,2008,2.426
Slovenia,SVN,2009,1.509
Slovenia,SVN,2010,-0.496
Slovenia,SVN,2011,-2.335
Slovenia,SVN,2012,1.096
Slovenia,SVN,2013,1.93
Slovenia,SVN,2014,3.747
Slovenia,SVN,2015,-5.81
Slovenia,SVN,2016,1.705
Slovenia,SVN,2017,-1.593
Slovenia,SVN,2018,1.898
Slovenia,SVN,2019,-0.775
South Africa,ZAF,1966,-0.003
South Africa,ZAF,1967,-0.028
South Africa,ZAF,1968,-0.006
South Africa,ZAF,1969,-0.008
South Africa,ZAF,1970,0.011
South Africa,ZAF,1971,0.242
South Africa,ZAF,1972,2.006
South Africa,ZAF,1973,0.419
South Africa,ZAF,1974,0.408
South Africa,ZAF,1975,-0.033
South Africa,ZAF,1976,2.1
South Africa,ZAF,1977,0.189
South Africa,ZAF,1978,-0.103
South Africa,ZAF,1979,-2.119
South Africa,ZAF,1980,-0.422
South Africa,ZAF,1981,1.836
South Africa,ZAF,1982,-1.769
South Africa,ZAF,1983,-1.169
South Africa,ZAF,1984,-0.097
South Africa,ZAF,1985,0.178
South Africa,ZAF,1986,2.775
South Africa,ZAF,1987,-0.017
South Africa,ZAF,1988,4.292
South Africa,ZAF,1989,-1.119
South Africa,ZAF,1990,-4.858
South Africa,ZAF,1991,2.694
South Africa,ZAF,1992,-3.411
South Africa,ZAF,1993,-1.683
South Africa,ZAF,1994,2.578
South Africa,ZAF,1995,-1.514
South Africa,ZAF,1996,2.361
South Africa,ZAF,1997,2.386
South Africa,ZAF,1998,-1.144
South Africa,ZAF,1999,-2.508
South Africa,ZAF,2000,1.847
South Africa,ZAF,2001,1.536
South Africa,ZAF,2002,1.063
South Africa,ZAF,2003,-3.589
South Africa,ZAF,2004,0.259
South Africa,ZAF,2005,1.125
South Africa,ZAF,2006,4.106
South Africa,ZAF,2007,-0.07
South Africa,ZAF,2008,-4.199
South Africa,ZAF,2009,0.484
South Africa,ZAF,2010,-0.952
South Africa,ZAF,2011,5.138
South Africa,ZAF,2012,-5.283
South Africa,ZAF,2013,0.737
South Africa,ZAF,2014,6.473
South Africa,ZAF,2015,6.568
South Africa,ZAF,2016,3.872
South Africa,ZAF,2017,7.066
South Africa,ZAF,2018,3.607
South Africa,ZAF,2019,0.802
South Korea,KOR,1966,0.764
South Korea,KOR,1967,-0.089
South Korea,KOR,1968,-0.066
South Korea,KOR,1969,1.386
South Korea,KOR,1970,-0.577
South Korea,KOR,1971,0.276
South Korea,KOR,1972,0.134
South Korea,KOR,1973,-0.232
South Korea,KOR,1974,1.726
South Korea,KOR,1975,-0.62
South Korea,KOR,1976,0.294
South Korea,KOR,1977,-1.1
South Korea,KOR,1978,1.152
South Korea,KOR,1979,1.357
South Korea,KOR,1980,-1.044
South Korea,KOR,1981,1.881
South Korea,KOR,1982,-2.451
South Korea,KOR,1983,1.608
South Korea,KOR,1984,-0.822
South Korea,KOR,1985,3.297
South Korea,KOR,1986,-0.209
South Korea,KOR,1987,2.376
South Korea,KOR,1988,-5.495
South Korea,KOR,1989,2.713
South Korea,KOR,1990,4.78
South Korea,KOR,1991,-3.328
South Korea,KOR,1992,-1.077
South Korea,KOR,1993,3.142
South Korea,KOR,1994,-5.226
South Korea,KOR,1995,1.841
South Korea,KOR,1996,-0.504
South Korea,KOR,1997,0.182
South Korea,KOR,1998,4.021
South Korea,KOR,1999,-0.241
South Korea,KOR,2000,-0.406
South Korea,KOR,2001,-4.693
South Korea,KOR,2002,2.69
South Korea,KOR,2003,4.496
South Korea,KOR,2004,-1.223
South Korea,KOR,2005,-1.569
South Korea,KOR,2006,0.133
South Korea,KOR,2007,1.87
South Korea,KOR,2008,1.072
South Korea,KOR,2009,2.859
South Korea,KOR,2010,5.199
South Korea,KOR,2011,3.23
South Korea,KOR,2012,-0.201
South Korea,KOR,2013,4.652
South Korea,KOR,2014,1.152
South Korea,KOR,2015,7.262
South Korea,KOR,2016,9.147
South Korea,KOR,2017,12.075
South Korea,KOR,2018,16.174
South Korea,KOR,2019,11.524
Spain,ESP,1966,21.031
Spain,ESP,1967,-12.781
Spain,ESP,1968,4.808
Spain,ESP,1969,17.264
Spain,ESP,1970,-7.733
Spain,ESP,1971,11.247
Spain,ESP,1972,10.172
Spain,ESP,1973,-18.228
Spain,ESP,1974,4.586
Spain,ESP,1975,-12.336
Spain,ESP,1976,-14.053
Spain,ESP,1977,52.272
Spain,ESP,1978,1.75
Spain,ESP,1979,16.892
Spain,ESP,1980,-46.489
Spain,ESP,1981,-20.961
Spain,ESP,1982,12.367
Spain,ESP,1983,2.192
Spain,ESP,1984,12.297
Spain,ESP,1985,-0.378
Spain,ESP,1986,-13.517
Spain,ESP,1987,2.539
Spain,ESP,1988,22.147
Spain,ESP,1989,-44.369
Spain,ESP,1990,16.75
Spain,ESP,1991,5.194
Spain,ESP,1992,-22.889
Spain,ESP,1993,15.208
Spain,ESP,1994,10.897
Spain,ESP,1995,-12.767
Spain,ESP,1996,46.814
Spain,ESP,1997,-11.847
Spain,ESP,1998,-0.258
Spain,ESP,1999,-26.542
Spain,ESP,2000,24.325
Spain,ESP,2001,36.974
Spain,ESP,2002,-39.984
Spain,ESP,2003,58.519
Spain,ESP,2004,-16.304
Spain,ESP,2005,-24.203
Spain,ESP,2006,25.934
Spain,ESP,2007,15.224
Spain,ESP,2008,10.407
Spain,ESP,2009,30.201
Spain,ESP,2010,71.532
Spain,ESP,2011,-25.232
Spain,ESP,2012,5.171
Spain,ESP,2013,46.204
Spain,ESP,2014,-2.851
Spain,ESP,2015,-34.741
Spain,ESP,2016,18.945
Spain,ESP,2017,-40.834
Spain,ESP,2018,44.361
Spain,ESP,2019,-9.95
Sri Lanka,LKA,1966,0.094
Sri Lanka,LKA,1967,0.031
Sri Lanka,LKA,1968,0.178
Sri Lanka,LKA,1969,0.208
Sri Lanka,LKA,1970,0.531
Sri Lanka,LKA,1971,0.237
Sri Lanka,LKA,1972,0.06
Sri Lanka,LKA,1973,-0.421
Sri Lanka,LKA,1974,0.839
Sri Lanka,LKA,1975,0.219
Sri Lanka,LKA,1976,0.091
Sri Lanka,LKA,1977,0.29
Sri Lanka,LKA,1978,0.423
Sri Lanka,LKA,1979,0.265
Sri Lanka,LKA,1980,0.051
Sri Lanka,LKA,1981,0.254
Sri Lanka,LKA,1982,0.1
Sri Lanka,LKA,1983,-1.084
Sri Lanka,LKA,1984,2.431
Sri Lanka,LKA,1985,0.843
Sri Lanka,LKA,1986,0.693
Sri Lanka,LKA,1987,-1.3
Sri Lanka,LKA,1988,1.166
Sri Lanka,LKA,1989,0.568
Sri Lanka,LKA,1990,0.954
Sri Lanka,LKA,1991,-0.078
Sri Lanka,LKA,1992,-0.602
Sri Lanka,LKA,1993,2.489
Sri Lanka,LKA,1994,0.814
Sri Lanka,LKA,1995,1.181
Sri Lanka,LKA,1996,-3.506
Sri Lanka,LKA,1997,0.543
Sri Lanka,LKA,1998,1.299
Sri Lanka,LKA,1999,0.739
Sri Lanka,LKA,2000,-2.703
Sri Lanka,LKA,2001,-0.295
Sri Lanka,LKA,2002,-1.198
Sri Lanka,LKA,2003,1.639
Sri Lanka,LKA,2004,-1.002
Sri Lanka,LKA,2005,1.276
Sri Lanka,LKA,2006,3.106
Sri Lanka,LKA,2007,-1.903
Sri Lanka,LKA,2008,0.433
Sri Lanka,LKA,2009,-0.671
Sri Lanka,LKA,2010,4.664
Sri Lanka,LKA,2011,-2.739
Sri Lanka,LKA,2012,-3.254
Sri Lanka,LKA,2013,9.479
Sri Lanka,LKA,2014,-5.964
Sri Lanka,LKA,2015,3.782
Sri Lanka,LKA,2016,-4.366
Sri Lanka,LKA,2017,-0.174
Sri Lanka,LKA,2018,6.155
Sri Lanka,LKA,2019,-3.881
Sweden,SWE,1966,-2.594
Sweden,SWE,1967,10.547
Sweden,SWE,1968,-1.519
Sweden,SWE,1969,-19.192
Sweden,SWE,1970,-0.586
Sweden,SWE,1971,29.314
Sweden,SWE,1972,4.992
Sweden,SWE,1973,17.506
Sweden,SWE,1974,-7.358
Sweden,SWE,1975,0.933
Sweden,SWE,1976,-7.7
Sweden,SWE,1977,-3.697
Sweden,SWE,1978,11.594
Sweden,SWE,1979,9.439
Sweden,SWE,1980,-5.106
Sweden,SWE,1981,3.014
Sweden,SWE,1982,-12.794
Sweden,SWE,1983,24.794
Sweden,SWE,1984,13.236
Sweden,SWE,1985,8.436
Sweden,SWE,1986,-27.436
Sweden,SWE,1987,30.278
Sweden,SWE,1988,-5.25
Sweden,SWE,1989,5.597
Sweden,SWE,1990,1.428
Sweden,SWE,1991,-25.933
Sweden,SWE,1992,31.342
Sweden,SWE,1993,1.294
Sweden,SWE,1994,-42.969
Sweden,SWE,1995,25.428
Sweden,SWE,1996,-45.981
Sweden,SWE,1997,50.083
Sweden,SWE,1998,16.108
Sweden,SWE,1999,-8.569
Sweden,SWE,2000,23.314
Sweden,SWE,2001,-0.997
Sweden,SWE,2002,-34.878
Sweden,SWE,2003,-35.065
Sweden,SWE,2004,25.807
Sweden,SWE,2005,34.21
Sweden,SWE,2006,-28.197
Sweden,SWE,2007,16.144
Sweden,SWE,2008,10.56
Sweden,SWE,2009,-6.839
Sweden,SWE,2010,8.018
Sweden,SWE,2011,6.334
Sweden,SWE,2012,34.877
Sweden,SWE,2013,-41.682
Sweden,SWE,2014,8.956
Sweden,SWE,2015,42.913
Sweden,SWE,2016,-31.509
Sweden,SWE,2017,15.091
